id_registro,id_usuario,id_contexto,fecha_hora,valencia,activacion,comentario,comentario_limpio,valencia_limpia,error_conversion_valencia,valencia_valida,error_rango_valencia,activacion_limpia,error_conversion_activacion,activacion_valida,error_rango_activacion,fecha_hora_limpia,error_fecha,id_usuario_limpio,error_usuario,usuario_valido,id_contexto_limpio,error_contexto,contexto_valido,duplicado_id_registro,error_duplicado,duplicado_fila_completa,cantidad_errores,registro_valido
1820,18,2,2026-04-21 13:58,0.39,0.23,Encontró una solución funcional,Encontró una solución funcional,0.39,,True,,0.23,,True,,2026-04-21 13:58:00,,18,,True,2,,True,False,,False,0,True
2500,19,3,2026-04-06 09:43,0.06,-0.10,Analizó ejemplos antes de resolver,Analizó ejemplos antes de resolver,0.06,,True,,-0.1,,True,,2026-04-06 09:43:00,,19,,True,3,,True,False,,False,0,True
4585,20,4,2026-05-28 11:39,0.41,0.30,Comprendió el problema planteado,Comprendió el problema planteado,0.41,,True,,0.3,,True,,2026-05-28 11:39:00,,20,,True,4,,True,False,,False,0,True
5013,21,5,2026-04-02 13:51,0.16,-0.14,Revisó materiales del curso,Revisó materiales del curso,0.16,,True,,-0.14,,True,,2026-04-02 13:51:00,,21,,True,5,,True,False,,False,0,True
3991,22,6,2026-04-28 17:38,-0.18,0.27,Registró una respuesta breve,Registró una respuesta breve,-0.18,,True,,0.27,,True,,2026-04-28 17:38:00,,22,,True,6,,True,False,,False,0,True
4742,23,7,2026-05-17 11:34,-0.51,0.27,Se sintió presionado por el tiempo,Se sintió presionado por el tiempo,-0.51,,True,,0.27,,True,,2026-05-17 11:34:00,,23,,True,7,,True,False,,False,0,True
1605,24,8,2026-04-07 15:02,-0.19,0.57,Realizó la actividad sin comentarios especiales,Realizó la actividad sin comentarios especiales,-0.19,,True,,0.57,,True,,2026-04-07 15:02:00,,24,,True,8,,True,False,,False,0,True
3112,25,9,2026-04-10 12:41,0.20,0.28,Analizó ejemplos antes de resolver,Analizó ejemplos antes de resolver,0.2,,True,,0.28,,True,,2026-04-10 12:41:00,,25,,True,9,,True,False,,False,0,True
5777,1,10,2026-05-30 11:56,-0.97,0.88,No logró completar la actividad a tiempo,No logró completar la actividad a tiempo,-0.97,,True,,0.88,,True,,2026-05-30 11:56:00,,1,,True,10,,True,False,,False,0,True
3750,2,11,2026-04-04 10:37,0.05,-0.44,Analizó ejemplos antes de resolver,Analizó ejemplos antes de resolver,0.05,,True,,-0.44,,True,,2026-04-04 10:37:00,,2,,True,11,,True,False,,False,0,True
5620,3,12,2026-05-23 17:06,-0.89,-0.93,Tuvo dificultades para avanzar,Tuvo dificultades para avanzar,-0.89,,True,,-0.93,,True,,2026-05-23 17:06:00,,3,,True,12,,True,False,,False,0,True
5757,4,1,2026-04-10 14:41,-0.29,-0.60,Registró una respuesta breve,Registró una respuesta breve,-0.29,,True,,-0.6,,True,,2026-04-10 14:41:00,,4,,True,1,,True,False,,False,0,True
151,5,2,2026-04-10 08:15,0.44,0.59,Avanzó sin mayores dificultades,Avanzó sin mayores dificultades,0.44,,True,,0.59,,True,,2026-04-10 08:15:00,,5,,True,2,,True,False,,False,0,True
1323,6,3,2026-04-18 10:57,-0.31,-0.10,Se bloqueó durante la ejecución del código,Se bloqueó durante la ejecución del código,-0.31,,True,,-0.1,,True,,2026-04-18 10:57:00,,6,,True,3,,True,False,,False,0,True
2297,7,4,2026-05-23 13:03,0.41,0.31,Encontró una solución funcional,Encontró una solución funcional,0.41,,True,,0.31,,True,,2026-05-23 13:03:00,,7,,True,4,,True,False,,False,0,True
4472,8,5,2026-04-03 08:06,-0.83,0.26,No logró completar la actividad a tiempo,No logró completar la actividad a tiempo,-0.83,,True,,0.26,,True,,2026-04-03 08:06:00,,8,,True,5,,True,False,,False,0,True
2370,9,6,2026-04-02 11:49,0.98,0.40,Recibió una devolución positiva,Recibió una devolución positiva,0.98,,True,,0.4,,True,,2026-04-02 11:49:00,,9,,True,6,,True,False,,False,0,True
5086,10,7,2026-05-01 14:58,0.12,0.15,Realizó la actividad sin comentarios especiales,Realizó la actividad sin comentarios especiales,0.12,,True,,0.15,,True,,2026-05-01 14:58:00,,10,,True,7,,True,False,,False,0,True
18,11,8,2026-04-03 14:08,-0.59,0.62,Se bloqueó durante la ejecución del código,Se bloqueó durante la ejecución del código,-0.59,,True,,0.62,,True,,2026-04-03 14:08:00,,11,,True,8,,True,False,,False,0,True
2758,12,9,2026-05-23 12:30,-0.27,0.90,Analizó ejemplos antes de resolver,Analizó ejemplos antes de resolver,-0.27,,True,,0.9,,True,,2026-05-23 12:30:00,,12,,True,9,,True,False,,False,0,True
5541,13,10,2026-04-08 09:12,0.09,0.31,Analizó ejemplos antes de resolver,Analizó ejemplos antes de resolver,0.09,,True,,0.31,,True,,2026-04-08 09:12:00,,13,,True,10,,True,False,,False,0,True
5030,14,11,2026-04-07 13:41,0.02,0.17,Registró una respuesta breve,Registró una respuesta breve,0.02,,True,,0.17,,True,,2026-04-07 13:41:00,,14,,True,11,,True,False,,False,0,True
1945,15,12,2026-04-22 08:31,-0.36,0.34,Se bloqueó durante la ejecución del código,Se bloqueó durante la ejecución del código,-0.36,,True,,0.34,,True,,2026-04-22 08:31:00,,15,,True,12,,True,False,,False,0,True
3668,16,1,2026-04-12 10:45,-0.62,0.97,Mostró frustración ante errores repetidos,Mostró frustración ante errores repetidos,-0.62,,True,,0.97,,True,,2026-04-12 10:45:00,,16,,True,1,,True,False,,False,0,True
819,17,2,2026-05-09 15:02,-0.29,0.41,Continuó trabajando con apoyo parcial,Continuó trabajando con apoyo parcial,-0.29,,True,,0.41,,True,,2026-05-09 15:02:00,,17,,True,2,,True,False,,False,0,True
40,18,3,2026-05-20 15:58,-0.73,0.39,Tuvo dificultades para avanzar,Tuvo dificultades para avanzar,-0.73,,True,,0.39,,True,,2026-05-20 15:58:00,,18,,True,3,,True,False,,False,0,True
5938,19,4,2026-04-03 10:31,-1.22,0.29,Realizó la actividad sin comentarios especiales,Realizó la actividad sin comentarios especiales,-1.22,,False,valencia fuera de rango: -1.22,0.29,,True,,2026-04-03 10:31:00,,19,,True,4,,True,False,,False,1,False
203,20,5,2026-04-12 13:29,0.09,-0.01,Analizó ejemplos antes de resolver,Analizó ejemplos antes de resolver,0.09,,True,,-0.01,,True,,2026-04-12 13:29:00,,20,,True,5,,True,False,,False,0,True
3597,21,6,2026-05-11 17:45,0.29,0.36,Continuó trabajando con apoyo parcial,Continuó trabajando con apoyo parcial,0.29,,True,,0.36,,True,,2026-05-11 17:45:00,,21,,True,6,,True,False,,False,0,True
658,22,7,2026-05-09 17:27,-0.42,0.64,Tuvo dudas persistentes sobre la consigna,Tuvo dudas persistentes sobre la consigna,-0.42,,True,,0.64,,True,,2026-05-09 17:27:00,,22,,True,7,,True,False,,False,0,True
157,23,8,2026-04-19 10:37,0.37,-0.13,Avanzó sin mayores dificultades,Avanzó sin mayores dificultades,0.37,,True,,-0.13,,True,,2026-04-19 10:37:00,,23,,True,8,,True,False,,False,0,True
5416,24,9,2026-05-15 13:08,-0.04,0.17,Completó una etapa intermedia,Completó una etapa intermedia,-0.04,,True,,0.17,,True,,2026-05-15 13:08:00,,24,,True,9,,True,False,,False,0,True
857,25,10,2026-04-16 10:23,0.31,0.28,Avanzó sin mayores dificultades,Avanzó sin mayores dificultades,0.31,,True,,0.28,,True,,2026-04-16 10:23:00,,25,,True,10,,True,False,,False,0,True
3637,1,11,2026-04-05 15:57,0.30,0.40,Registró una respuesta breve,Registró una respuesta breve,0.3,,True,,0.4,,True,,2026-04-05 15:57:00,,1,,True,11,,True,False,,False,0,True
5260,2,12,2026-04-25 08:22,-0.43,0.67,Tuvo dudas persistentes sobre la consigna,Tuvo dudas persistentes sobre la consigna,-0.43,,True,,0.67,,True,,2026-04-25 08:22:00,,2,,True,12,,True,False,,False,0,True
3615,3,1,2026-04-21 10:06,0.22,0.50,Analizó ejemplos antes de resolver,Analizó ejemplos antes de resolver,0.22,,True,,0.5,,True,,2026-04-21 10:06:00,,3,,True,1,,True,False,,False,0,True
3920,4,2,2026-05-22 08:41,0.57,0.56,Avanzó sin mayores dificultades,Avanzó sin mayores dificultades,0.57,,True,,0.56,,True,,2026-05-22 08:41:00,,4,,True,2,,True,False,,False,0,True
5355,5,3,2026-05-14 17:27,0.06,0.09,Realizó la actividad sin comentarios especiales,Realizó la actividad sin comentarios especiales,0.06,,True,,0.09,,True,,2026-05-14 17:27:00,,5,,True,3,,True,False,,False,0,True
3625,6,4,2026-04-02 11:40,0.32,0.38,Terminó la actividad con seguridad,Terminó la actividad con seguridad,0.32,,True,,0.38,,True,,2026-04-02 11:40:00,,6,,True,4,,True,False,,False,0,True
2172,7,5,2026-05-10 09:00,0.57,-0.10,Avanzó sin mayores dificultades,Avanzó sin mayores dificultades,0.57,,True,,-0.1,,True,,2026-05-10 09:00:00,,7,,True,5,,True,False,,False,0,True
2738,8,6,2026-04-19 10:46,0.35,0.32,Recibió una devolución positiva,Recibió una devolución positiva,0.35,,True,,0.32,,True,,2026-04-19 10:46:00,,8,,True,6,,True,False,,False,0,True
4702,9,7,2026-04-10 08:13,0.29,-0.37,Completó una etapa intermedia,Completó una etapa intermedia,0.29,,True,,-0.37,,True,,2026-04-10 08:13:00,,9,,True,7,,True,True,id_registro duplicado,False,1,False
3088,10,8,2026-04-11 14:43,-0.50,0.78,Se sintió presionado por el tiempo,Se sintió presionado por el tiempo,-0.5,,True,,0.78,,True,,2026-04-11 14:43:00,,10,,True,8,,True,False,,False,0,True
1179,11,9,2026-04-25 17:30,-0.39,0.57,Se bloqueó durante la ejecución del código,Se bloqueó durante la ejecución del código,-0.39,,True,,0.57,,True,,2026-04-25 17:30:00,,11,,True,9,,True,False,,False,0,True
1934,12,10,2026-04-01 17:25,-0.25,0.25,Completó una etapa intermedia,Completó una etapa intermedia,-0.25,,True,,0.25,,True,,2026-04-01 17:25:00,,12,,True,10,,True,False,,False,0,True
5403,13,11,2026-04-12 10:39,-0.85,0.73,No logró completar la actividad a tiempo,No logró completar la actividad a tiempo,-0.85,,True,,0.73,,True,,2026-04-12 10:39:00,,13,,True,11,,True,False,,False,0,True
2775,14,12,2026-05-30 15:15,-0.17,0.41,Realizó la actividad sin comentarios especiales,Realizó la actividad sin comentarios especiales,-0.17,,True,,0.41,,True,,2026-05-30 15:15:00,,14,,True,12,,True,False,,False,0,True
4149,15,1,2026-05-11 10:18,0.00,-0.24,Completó una etapa intermedia,Completó una etapa intermedia,0.0,,True,,-0.24,,True,,2026-05-11 10:18:00,,15,,True,1,,True,False,,False,0,True
1466,16,2,2026-04-07 09:38,-0.26,0.40,Analizó ejemplos antes de resolver,Analizó ejemplos antes de resolver,-0.26,,True,,0.4,,True,,2026-04-07 09:38:00,,16,,True,2,,True,False,,False,0,True
5523,17,3,2026-04-21 15:08,0.40,0.54,Avanzó sin mayores dificultades,Avanzó sin mayores dificultades,0.4,,True,,0.54,,True,,2026-04-21 15:08:00,,17,,True,3,,True,False,,False,0,True
2559,18,4,2026-05-29 14:41,-0.78,0.53,Mostró frustración ante errores repetidos,Mostró frustración ante errores repetidos,-0.78,,True,,0.53,,True,,2026-05-29 14:41:00,,18,,True,4,,True,False,,False,0,True
173,19,5,2026-05-14 14:51,0.67,0.31,Recibió una devolución positiva,Recibió una devolución positiva,0.67,,True,,0.31,,True,,2026-05-14 14:51:00,,19,,True,5,,True,False,,False,0,True
3474,20,6,2026-04-30 13:40,-0.00,-0.03,Revisó materiales del curso,Revisó materiales del curso,-0.0,,True,,-0.03,,True,,2026-04-30 13:40:00,,20,,True,6,,True,False,,False,0,True
4615,21,7,2026-04-29 11:28,-0.49,0.72,Se sintió presionado por el tiempo,Se sintió presionado por el tiempo,-0.49,,True,,0.72,,True,,2026-04-29 11:28:00,,21,,True,7,,True,False,,False,0,True
1970,22,8,2026-04-07 16:01,0.35,0.04,Avanzó sin mayores dificultades,Avanzó sin mayores dificultades,0.35,,True,,0.04,,True,,2026-04-07 16:01:00,,22,,True,8,,True,False,,False,0,True
421,23,9,2026-05-23 17:56,0.47,-0.04,Se mostró motivado durante la tarea,Se mostró motivado durante la tarea,0.47,,True,,-0.04,,True,,2026-05-23 17:56:00,,23,,True,9,,True,False,,False,0,True
1335,24,10,2026-05-22 15:13,0.28,0.81,Analizó ejemplos antes de resolver,Analizó ejemplos antes de resolver,0.28,,True,,0.81,,True,,2026-05-22 15:13:00,,24,,True,10,,True,False,,False,0,True
755,25,11,2026-04-09 11:10,0.51,-0.06,Terminó la actividad con seguridad,Terminó la actividad con seguridad,0.51,,True,,-0.06,,True,,2026-04-09 11:10:00,,25,,True,11,,True,False,,False,0,True
1110,1,12,2026-04-04 15:57,0.23,0.15,Analizó ejemplos antes de resolver,Analizó ejemplos antes de resolver,0.23,,True,,0.15,,True,,2026-04-04 15:57:00,,1,,True,12,,True,False,,False,0,True
2525,2,1,2026-04-05 16:56,-0.47,0.68,Se sintió presionado por el tiempo,Se sintió presionado por el tiempo,-0.47,,True,,0.68,,True,,2026-04-05 16:56:00,,2,,True,1,,True,False,,False,0,True
710,3,2,2026-05-25 09:41,0.86,0.33,Terminó la actividad con seguridad,Terminó la actividad con seguridad,0.86,,True,,0.33,,True,,2026-05-25 09:41:00,,3,,True,2,,True,False,,False,0,True
1955,4,3,2026-04-16 16:42,0.52,-0.10,Terminó la actividad con seguridad,Terminó la actividad con seguridad,0.52,,True,,-0.1,,True,,2026-04-16 16:42:00,,4,,True,3,,True,False,,False,0,True
3780,5,4,2026-05-14 16:00,0.23,0.80,Completó una etapa intermedia,Completó una etapa intermedia,0.23,,True,,0.8,,True,,2026-05-14 16:00:00,,5,,True,4,,True,False,,False,0,True
5633,6,5,2026-05-03 09:17,0.99,0.89,Avanzó sin mayores dificultades,Avanzó sin mayores dificultades,0.99,,True,,0.89,,True,,2026-05-03 09:17:00,,6,,True,5,,True,False,,False,0,True
3114,7,6,2026-04-08 09:13,-0.32,0.37,Mostró frustración ante errores repetidos,Mostró frustración ante errores repetidos,-0.32,,True,,0.37,,True,,2026-04-08 09:13:00,,7,,True,6,,True,False,,False,0,True
984,8,7,2026-05-27 17:07,0.22,-0.01,Completó una etapa intermedia,Completó una etapa intermedia,0.22,,True,,-0.01,,True,,2026-05-27 17:07:00,,8,,True,7,,True,False,,False,0,True
27,9,8,2026-05-20 09:25,0.53,0.43,Se mostró motivado durante la tarea,Se mostró motivado durante la tarea,0.53,,True,,0.43,,True,,2026-05-20 09:25:00,,9,,True,8,,True,False,,False,0,True
5322,10,9,2026-05-06 13:07,0.57,0.51,Se mostró motivado durante la tarea,Se mostró motivado durante la tarea,0.57,,True,,0.51,,True,,2026-05-06 13:07:00,,10,,True,9,,True,False,,False,0,True
5810,11,10,2026-04-25 17:28,0.36,0.01,Comprendió el problema planteado,Comprendió el problema planteado,0.36,,True,,0.01,,True,,2026-04-25 17:28:00,,11,,True,10,,True,False,,False,0,True
159,12,11,2026-05-18 12:33,0.37,-0.32,Terminó la actividad con seguridad,Terminó la actividad con seguridad,0.37,,True,,-0.32,,True,,2026-05-18 12:33:00,,12,,True,11,,True,False,,False,0,True
2084,13,12,2026-05-23 09:37,0.20,-0.52,Completó una etapa intermedia,Completó una etapa intermedia,0.2,,True,,-0.52,,True,,2026-05-23 09:37:00,,13,,True,12,,True,False,,False,0,True
2271,14,1,2026-05-07 16:42,-0.09,0.53,Revisó materiales del curso,Revisó materiales del curso,-0.09,,True,,0.53,,True,,2026-05-07 16:42:00,,14,,True,1,,True,False,,False,0,True
1279,15,2,2026-05-10 17:53,-0.25,0.28,Continuó trabajando con apoyo parcial,Continuó trabajando con apoyo parcial,-0.25,,True,,0.28,,True,,2026-05-10 17:53:00,,15,,True,2,,True,False,,False,0,True
192,16,3,2026-04-04 17:54,0.26,-0.13,Continuó trabajando con apoyo parcial,Continuó trabajando con apoyo parcial,0.26,,True,,-0.13,,True,,2026-04-04 17:54:00,,16,,True,3,,True,False,,False,0,True
434,17,4,2026-04-07 15:35,0.48,0.35,Se mostró motivado durante la tarea,Se mostró motivado durante la tarea,0.48,,True,,0.35,,True,,2026-04-07 15:35:00,,17,,True,4,,True,False,,False,0,True
3309,18,5,2026-04-01 13:11,-0.11,0.84,Revisó materiales del curso,Revisó materiales del curso,-0.11,,True,,0.84,,True,,2026-04-01 13:11:00,,18,,True,5,,True,False,,False,0,True
1257,19,6,2026-04-02 14:22,-0.53,0.75,Se sintió presionado por el tiempo,Se sintió presionado por el tiempo,-0.53,,True,,0.75,,True,,2026-04-02 14:22:00,,19,,True,6,,True,False,,False,0,True
1586,20,7,2026-05-02 12:07,-0.98,0.98,Se sintió presionado por el tiempo,Se sintió presionado por el tiempo,-0.98,,True,,0.98,,True,,2026-05-02 12:07:00,,20,,True,7,,True,False,,False,0,True
2234,21,8,2026-04-20 14:23,0.17,0.17,Revisó materiales del curso,Revisó materiales del curso,0.17,,True,,0.17,,True,,2026-04-20 14:23:00,,21,,True,8,,True,False,,False,0,True
5168,22,9,2026-04-26 10:28,-0.34,0.22,Tuvo dificultades para avanzar,Tuvo dificultades para avanzar,-0.34,,True,,0.22,,True,,2026-04-26 10:28:00,,22,,True,9,,True,False,,False,0,True
976,23,10,2026-05-19 11:36,-0.56,0.64,Tuvo dificultades para avanzar,Tuvo dificultades para avanzar,-0.56,,True,,0.64,,True,,2026-05-19 11:36:00,,23,,True,10,,True,False,,False,0,True
4014,24,11,2026-05-03 15:44,0.61,0.07,Comprendió el problema planteado,Comprendió el problema planteado,0.61,,True,,0.07,,True,,2026-05-03 15:44:00,,24,,True,11,,True,False,,False,0,True
4451,25,12,2026-04-10 11:29,-0.05,0.11,Continuó trabajando con apoyo parcial,Continuó trabajando con apoyo parcial,-0.05,,True,,0.11,,True,,2026-04-10 11:29:00,,25,,True,12,,True,False,,False,0,True
4198,1,1,2026-04-07 16:44,0.33,0.67,Recibió una devolución positiva,Recibió una devolución positiva,0.33,,True,,0.67,,True,,2026-04-07 16:44:00,,1,,True,1,,True,False,,False,0,True
1686,2,2,2026-04-29 09:44,-0.10,-0.15,Completó una etapa intermedia,Completó una etapa intermedia,-0.1,,True,,-0.15,,True,,2026-04-29 09:44:00,,2,,True,2,,True,False,,False,0,True
2570,3,3,2026-04-24 17:02,0.32,0.78,Se mostró motivado durante la tarea,Se mostró motivado durante la tarea,0.32,,True,,0.78,,True,,2026-04-24 17:02:00,,3,,True,3,,True,False,,False,0,True
3606,4,4,2026-05-23 15:01,0.44,0.18,Encontró una solución funcional,Encontró una solución funcional,0.44,,True,,0.18,,True,,2026-05-23 15:01:00,,4,,True,4,,True,False,,False,0,True
5887,5,5,2026-05-17 12:32,-0.53,,Mostró frustración ante errores repetidos,Mostró frustración ante errores repetidos,-0.53,,True,,,activacion vacío,False,activacion no disponible para validar,2026-05-17 12:32:00,,5,,True,5,,True,False,,False,2,False
1465,6,6,2026-05-12 16:41,0.39,-0.61,Se mostró motivado durante la tarea,Se mostró motivado durante la tarea,0.39,,True,,-0.61,,True,,2026-05-12 16:41:00,,6,,True,6,,True,False,,False,0,True
501,7,7,2026-05-29 14:37,-0.98,0.83,Se sintió presionado por el tiempo,Se sintió presionado por el tiempo,-0.98,,True,,0.83,,True,,2026-05-29 14:37:00,,7,,True,7,,True,False,,False,0,True
2006,8,8,2026-04-14 13:50,0.43,0.29,Avanzó sin mayores dificultades,Avanzó sin mayores dificultades,0.43,,True,,0.29,,True,,2026-04-14 13:50:00,,8,,True,8,,True,False,,False,0,True
2192,9,9,2026-05-07 12:56,-0.05,0.71,Revisó materiales del curso,Revisó materiales del curso,-0.05,,True,,0.71,,True,,2026-05-07 12:56:00,,9,,True,9,,True,False,,False,0,True
2434,10,10,2026-04-19 11:12,0.21,0.20,Realizó la actividad sin comentarios especiales,Realizó la actividad sin comentarios especiales,0.21,,True,,0.2,,True,,2026-04-19 11:12:00,,10,,True,10,,True,False,,False,0,True
2366,11,11,2026-05-25 09:45,-0.33,0.41,No logró completar la actividad a tiempo,No logró completar la actividad a tiempo,-0.33,,True,,0.41,,True,,2026-05-25 09:45:00,,11,,True,11,,True,False,,False,0,True
4915,12,12,2026-04-17 08:04,-0.77,0.70,Tuvo dudas persistentes sobre la consigna,Tuvo dudas persistentes sobre la consigna,-0.77,,True,,0.7,,True,,2026-04-17 08:04:00,,12,,True,12,,True,False,,False,0,True
3164,13,1,2026-04-07 10:28,-0.04,0.12,Continuó trabajando con apoyo parcial,Continuó trabajando con apoyo parcial,-0.04,,True,,0.12,,True,,2026-04-07 10:28:00,,13,,True,1,,True,False,,False,0,True
5929,14,2,2026-04-15 15:42,0.35,alto,Encontró una solución funcional,Encontró una solución funcional,0.35,,True,,,activacion no numérico: alto,False,activacion no disponible para validar,2026-04-15 15:42:00,,14,,True,2,,True,False,,False,2,False
1599,15,3,2026-04-25 15:06,-0.14,0.51,Revisó materiales del curso,Revisó materiales del curso,-0.14,,True,,0.51,,True,,2026-04-25 15:06:00,,15,,True,3,,True,False,,False,0,True
4289,16,4,2026-04-05 16:51,-0.34,0.92,Mostró frustración ante errores repetidos,Mostró frustración ante errores repetidos,-0.34,,True,,0.92,,True,,2026-04-05 16:51:00,,16,,True,4,,True,False,,False,0,True
998,17,5,2026-05-08 17:22,0.66,0.40,Encontró una solución funcional,Encontró una solución funcional,0.66,,True,,0.4,,True,,2026-05-08 17:22:00,,17,,True,5,,True,False,,False,0,True
5427,18,6,2026-05-17 16:22,0.14,0.22,Revisó materiales del curso,Revisó materiales del curso,0.14,,True,,0.22,,True,,2026-05-17 16:22:00,,18,,True,6,,True,False,,False,0,True
1026,19,7,2026-04-19 14:02,0.20,0.33,Revisó materiales del curso,Revisó materiales del curso,0.2,,True,,0.33,,True,,2026-04-19 14:02:00,,19,,True,7,,True,False,,False,0,True
